Unnamed: 0,images_path,masks_path
161,d:\s3_dataset_entire\S3_entire-dataset\1707997067_b52a644330514560b86bccb8dc68e443\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707997067_b52a644330514560b86bccb8dc68e443\mask\mask.png
163,d:\s3_dataset_entire\S3_entire-dataset\1690642203_71e24ba30253439b88007e07c393e9eb\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690642203_71e24ba30253439b88007e07c393e9eb\mask\mask.png
165,d:\s3_dataset_entire\S3_entire-dataset\1697467582_0a7fc3c9a28348dab9ca7ecaf77fc743\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697467582_0a7fc3c9a28348dab9ca7ecaf77fc743\mask\mask.png
166,d:\s3_dataset_entire\S3_entire-dataset\1690581483_30117b035bad49ef9ae84d2f10acd82c\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690581483_30117b035bad49ef9ae84d2f10acd82c\mask\mask.png
167,d:\s3_dataset_entire\S3_entire-dataset\1700763089_d17ae803968845c582d65469e5bb1d6d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700763089_d17ae803968845c582d65469e5bb1d6d\mask\mask.png
168,d:\s3_dataset_entire\S3_entire-dataset\1690633022_a2f75878155e4e64b7f5ae6d1acd84f3\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690633022_a2f75878155e4e64b7f5ae6d1acd84f3\mask\mask.png
171,d:\s3_dataset_entire\S3_entire-dataset\1688469134_cedf9c74c4a24a4b963c588a9c4c8f11\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1688469134_cedf9c74c4a24a4b963c588a9c4c8f11\mask\mask.png
172,d:\s3_dataset_entire\S3_entire-dataset\1690578581_75aa43b490c04406a3428d11dfb6db9d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690578581_75aa43b490c04406a3428d11dfb6db9d\mask\mask.png
175,d:\s3_dataset_entire\S3_entire-dataset\1690639231_62b9eab1ecbb41b5be96cd493ab787b2\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690639231_62b9eab1ecbb41b5be96cd493ab787b2\mask\mask.png
176,d:\s3_dataset_entire\S3_entire-dataset\1703240260_97c711a17011484bb6e5bc4313f6a181\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703240260_97c711a17011484bb6e5bc4313f6a181\mask\mask.png
177,d:\s3_dataset_entire\S3_entire-dataset\1705353233_3273de7ddaf3404b9c91d8a5f83d4375\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705353233_3273de7ddaf3404b9c91d8a5f83d4375\mask\mask.png
178,d:\s3_dataset_entire\S3_entire-dataset\1690581529_e553884cba0f47e1a3210013405f07c8\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690581529_e553884cba0f47e1a3210013405f07c8\mask\mask.png
179,d:\s3_dataset_entire\S3_entire-dataset\1690579657_852d1d3fe85b4571a33b8e4b432b5e1c\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690579657_852d1d3fe85b4571a33b8e4b432b5e1c\mask\mask.png
180,d:\s3_dataset_entire\S3_entire-dataset\1711970575_aee807cc15dd423f9768695a5c9a9817\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1711970575_aee807cc15dd423f9768695a5c9a9817\mask\mask.png
181,d:\s3_dataset_entire\S3_entire-dataset\1707379909_ceb2220abf17441599b3278c6ee319be\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707379909_ceb2220abf17441599b3278c6ee319be\mask\mask.png
182,d:\s3_dataset_entire\S3_entire-dataset\1690579925_d3faf77a4def48deb0e666eef2b6ab35\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690579925_d3faf77a4def48deb0e666eef2b6ab35\mask\mask.png
183,d:\s3_dataset_entire\S3_entire-dataset\1692248665_f99f979701774575a435b75b14c3b5e1\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692248665_f99f979701774575a435b75b14c3b5e1\mask\mask.png
184,d:\s3_dataset_entire\S3_entire-dataset\1703064747_515c06cc7ee6416b9c47d2d6c0e31d94\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703064747_515c06cc7ee6416b9c47d2d6c0e31d94\mask\mask.png
187,d:\s3_dataset_entire\S3_entire-dataset\1704367195_0066af1e8d4c4b329df86d27325ec2bd\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704367195_0066af1e8d4c4b329df86d27325ec2bd\mask\mask.png
188,d:\s3_dataset_entire\S3_entire-dataset\1704355101_e3597c1d5a32479db67f2d98490af5e1\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704355101_e3597c1d5a32479db67f2d98490af5e1\mask\mask.png
189,d:\s3_dataset_entire\S3_entire-dataset\1690577178_9c2804a096774e1bbc102b7b476d57c6\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690577178_9c2804a096774e1bbc102b7b476d57c6\mask\mask.png
191,d:\s3_dataset_entire\S3_entire-dataset\1700811755_7c6e9b00347742e79311c4fd91b55c3f\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700811755_7c6e9b00347742e79311c4fd91b55c3f\mask\mask.png
192,d:\s3_dataset_entire\S3_entire-dataset\1701346194_49e4b3a9fd8b46d8bdc4b57e2821538e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701346194_49e4b3a9fd8b46d8bdc4b57e2821538e\mask\mask.png
194,d:\s3_dataset_entire\S3_entire-dataset\1690584406_eda216bc182b41c890ed3ada6e5f2178\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690584406_eda216bc182b41c890ed3ada6e5f2178\mask\mask.png
195,d:\s3_dataset_entire\S3_entire-dataset\1690577242_567557d1f76d45aca0c53e177f4859ba\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690577242_567557d1f76d45aca0c53e177f4859ba\mask\mask.png
196,d:\s3_dataset_entire\S3_entire-dataset\1713440342_60ef27bd7dd542edac339d846e922b13\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1713440342_60ef27bd7dd542edac339d846e922b13\mask\mask.png
197,d:\s3_dataset_entire\S3_entire-dataset\1690642891_cb7b705fec834eb1bd24b69d40045802\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690642891_cb7b705fec834eb1bd24b69d40045802\mask\mask.png
198,d:\s3_dataset_entire\S3_entire-dataset\1709712890_2a018608a87b4e0caeb35c930547952b\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709712890_2a018608a87b4e0caeb35c930547952b\mask\mask.png
199,d:\s3_dataset_entire\S3_entire-dataset\1703823322_26c5fc114b8e4e6a8e5b3f256b420421\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703823322_26c5fc114b8e4e6a8e5b3f256b420421\mask\mask.png
200,d:\s3_dataset_entire\S3_entire-dataset\1706616360_64b8ee6a27854388a13ff46b20328ca8\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706616360_64b8ee6a27854388a13ff46b20328ca8\mask\mask.png
201,d:\s3_dataset_entire\S3_entire-dataset\1690583852_e23e7f387efb454286b52b43b5df82b0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690583852_e23e7f387efb454286b52b43b5df82b0\mask\mask.png
202,d:\s3_dataset_entire\S3_entire-dataset\1690633276_778af9b48a704e0c802f0e4a0184fedf\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690633276_778af9b48a704e0c802f0e4a0184fedf\mask\mask.png
203,d:\s3_dataset_entire\S3_entire-dataset\1701069583_a1b299cfd34b41c4910b97d5355f7321\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701069583_a1b299cfd34b41c4910b97d5355f7321\mask\mask.png
205,d:\s3_dataset_entire\S3_entire-dataset\1692968734_98a97f8fc51c48039ed231a663e1bd41\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692968734_98a97f8fc51c48039ed231a663e1bd41\mask\mask.png
206,d:\s3_dataset_entire\S3_entire-dataset\1690210776_84f9e1f1748f4a0fabbff5ee89c0c1cc\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690210776_84f9e1f1748f4a0fabbff5ee89c0c1cc\mask\mask.png
207,d:\s3_dataset_entire\S3_entire-dataset\1693814076_e8df7ed2210545889e2c1a702609164c\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1693814076_e8df7ed2210545889e2c1a702609164c\mask\mask.png
208,d:\s3_dataset_entire\S3_entire-dataset\1704699337_289e2660b6f04f6799fd4f6d7593cadd\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704699337_289e2660b6f04f6799fd4f6d7593cadd\mask\mask.png
209,d:\s3_dataset_entire\S3_entire-dataset\1689591682_213cbd4afeab430b949bef603ce7bfa2\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1689591682_213cbd4afeab430b949bef603ce7bfa2\mask\mask.png
210,d:\s3_dataset_entire\S3_entire-dataset\1702277698_953df11c8af744deb03ea84b9eaf9b5d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702277698_953df11c8af744deb03ea84b9eaf9b5d\mask\mask.png
211,d:\s3_dataset_entire\S3_entire-dataset\1697388298_cd5ef799565149e181c8f2b1233a24d3\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697388298_cd5ef799565149e181c8f2b1233a24d3\mask\mask.png
213,d:\s3_dataset_entire\S3_entire-dataset\1710327269_1b22a9d2978b4c9bad081435a55233c6\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1710327269_1b22a9d2978b4c9bad081435a55233c6\mask\mask.png
214,d:\s3_dataset_entire\S3_entire-dataset\1702889773_1223d1e4222a4d81bfaeef9e9e4b75ed\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702889773_1223d1e4222a4d81bfaeef9e9e4b75ed\mask\mask.png
215,d:\s3_dataset_entire\S3_entire-dataset\1707675523_2ce4bd9cdcf64e7f81df9ab05aa2fee7\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1707675523_2ce4bd9cdcf64e7f81df9ab05aa2fee7\mask\mask.png
216,d:\s3_dataset_entire\S3_entire-dataset\1690581067_c5674154e46d47a498a8a4ad359ddb15\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690581067_c5674154e46d47a498a8a4ad359ddb15\mask\mask.png
217,d:\s3_dataset_entire\S3_entire-dataset\1709555950_1157cb318e7249a39130a622e225c914\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709555950_1157cb318e7249a39130a622e225c914\mask\mask.png
218,d:\s3_dataset_entire\S3_entire-dataset\1697113987_175661f11eaf495cab47be81b60fd785\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697113987_175661f11eaf495cab47be81b60fd785\mask\mask.png
219,d:\s3_dataset_entire\S3_entire-dataset\1701004201_da3b42d1bc2e48458cc696d56119bbb3\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701004201_da3b42d1bc2e48458cc696d56119bbb3\mask\mask.png
220,d:\s3_dataset_entire\S3_entire-dataset\1689282619_4f73b3b717804a5bbdcaa450ae00a66a\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1689282619_4f73b3b717804a5bbdcaa450ae00a66a\mask\mask.png
221,d:\s3_dataset_entire\S3_entire-dataset\1690576585_2ac9958554e54b3eaed3414efc0bc5ee\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690576585_2ac9958554e54b3eaed3414efc0bc5ee\mask\mask.png
222,d:\s3_dataset_entire\S3_entire-dataset\1706697660_34298166378c469c839ff1832ddb5e9b\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706697660_34298166378c469c839ff1832ddb5e9b\mask\mask.png
223,d:\s3_dataset_entire\S3_entire-dataset\1690584176_5eaf00cfea0b4f489f014ccb52f29005\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690584176_5eaf00cfea0b4f489f014ccb52f29005\mask\mask.png
224,d:\s3_dataset_entire\S3_entire-dataset\1700821903_a34e98f113f4473db9a476f9b92c370b\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700821903_a34e98f113f4473db9a476f9b92c370b\mask\mask.png
225,d:\s3_dataset_entire\S3_entire-dataset\1711116020_b8fe6447918f403fa180b4c65d0b0499\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1711116020_b8fe6447918f403fa180b4c65d0b0499\mask\mask.png
226,d:\s3_dataset_entire\S3_entire-dataset\1704459641_be924d4ca0674e168df36344a433d180\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704459641_be924d4ca0674e168df36344a433d180\mask\mask.png
228,d:\s3_dataset_entire\S3_entire-dataset\1703146336_74bf511bfe67476fb7bfcd0151adffd2\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703146336_74bf511bfe67476fb7bfcd0151adffd2\mask\mask.png
229,d:\s3_dataset_entire\S3_entire-dataset\1705476039_dddc17215dfe4834a4927ec05835a9d3\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705476039_dddc17215dfe4834a4927ec05835a9d3\mask\mask.png
230,d:\s3_dataset_entire\S3_entire-dataset\1709563197_dba160f12ca040f5aef27387b3bb33c1\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1709563197_dba160f12ca040f5aef27387b3bb33c1\mask\mask.png
233,d:\s3_dataset_entire\S3_entire-dataset\1710914988_e65fbf0c53cc41179a4e528fc8a5818d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1710914988_e65fbf0c53cc41179a4e528fc8a5818d\mask\mask.png
235,d:\s3_dataset_entire\S3_entire-dataset\1703157221_b2d06e16c3c74c1ca96d43bb52ef0432\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703157221_b2d06e16c3c74c1ca96d43bb52ef0432\mask\mask.png
237,d:\s3_dataset_entire\S3_entire-dataset\1701408823_b4f151dd78b94464bf2c9b686aacd2cd\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701408823_b4f151dd78b94464bf2c9b686aacd2cd\mask\mask.png
238,d:\s3_dataset_entire\S3_entire-dataset\1690634374_3651d93942fa42f2b6e6b0d149686c4a\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690634374_3651d93942fa42f2b6e6b0d149686c4a\mask\mask.png
239,d:\s3_dataset_entire\S3_entire-dataset\1702897614_fe65d6ff06fd47aab0f3de43a90cad2e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702897614_fe65d6ff06fd47aab0f3de43a90cad2e\mask\mask.png
240,d:\s3_dataset_entire\S3_entire-dataset\1692970217_74c4b6a3c964444b86f068da6cee7480\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692970217_74c4b6a3c964444b86f068da6cee7480\mask\mask.png
241,d:\s3_dataset_entire\S3_entire-dataset\1699878214_f5468ca83c3b43de93ab2d42f3def7e6\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1699878214_f5468ca83c3b43de93ab2d42f3def7e6\mask\mask.png
243,d:\s3_dataset_entire\S3_entire-dataset\1705570969_86bb13711af74c3494567e1d73dd764b\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705570969_86bb13711af74c3494567e1d73dd764b\mask\mask.png
245,d:\s3_dataset_entire\S3_entire-dataset\1701772080_e53ee247521b47fab127b5c1be4eb7e0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701772080_e53ee247521b47fab127b5c1be4eb7e0\mask\mask.png
247,d:\s3_dataset_entire\S3_entire-dataset\1703094437_b3974e81e08949f088f9dbe7e9de1ee2\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703094437_b3974e81e08949f088f9dbe7e9de1ee2\mask\mask.png
248,d:\s3_dataset_entire\S3_entire-dataset\1692888029_f0ac788f2d8b4958bf32f7c170e88320\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692888029_f0ac788f2d8b4958bf32f7c170e88320\mask\mask.png
249,d:\s3_dataset_entire\S3_entire-dataset\1705579264_0929c21eb2ef41fa8e130e071888977a\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705579264_0929c21eb2ef41fa8e130e071888977a\mask\mask.png
250,d:\s3_dataset_entire\S3_entire-dataset\1703617087_c697e56acd3543d1b0b7f68a7d1d961e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703617087_c697e56acd3543d1b0b7f68a7d1d961e\mask\mask.png
251,d:\s3_dataset_entire\S3_entire-dataset\1699356469_aef818d065f843d0b055c1d5c5fdf0a4\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1699356469_aef818d065f843d0b055c1d5c5fdf0a4\mask\mask.png
252,d:\s3_dataset_entire\S3_entire-dataset\1690799327_fc1e45ef0460404090b9a889c003b764\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690799327_fc1e45ef0460404090b9a889c003b764\mask\mask.png
253,d:\s3_dataset_entire\S3_entire-dataset\1701947949_ab4eaac267fe4488ab42d0339eaf6f6f\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701947949_ab4eaac267fe4488ab42d0339eaf6f6f\mask\mask.png
255,d:\s3_dataset_entire\S3_entire-dataset\1690376182_3405b4eff21a405a83a531566b7f2b9e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690376182_3405b4eff21a405a83a531566b7f2b9e\mask\mask.png
256,d:\s3_dataset_entire\S3_entire-dataset\1704896830_81bdf710b6f141e39d60e71330bcf19f\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704896830_81bdf710b6f141e39d60e71330bcf19f\mask\mask.png
258,d:\s3_dataset_entire\S3_entire-dataset\1700127132_1bcfe49f145944d9be24bbc8276942e9\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700127132_1bcfe49f145944d9be24bbc8276942e9\mask\mask.png
260,d:\s3_dataset_entire\S3_entire-dataset\1692985128_17fd59c0dd7f446d8adc160b08c9c176\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1692985128_17fd59c0dd7f446d8adc160b08c9c176\mask\mask.png
261,d:\s3_dataset_entire\S3_entire-dataset\1694442672_849f8ed1e26f4a5797fa6e77ea852c97\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1694442672_849f8ed1e26f4a5797fa6e77ea852c97\mask\mask.png
262,d:\s3_dataset_entire\S3_entire-dataset\1690585452_6f9e5de1ad44415da6b05804c58a60b3\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690585452_6f9e5de1ad44415da6b05804c58a60b3\mask\mask.png
265,d:\s3_dataset_entire\S3_entire-dataset\1702898386_f34e8fcb82fd44eb8b5443a60c289a4a\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702898386_f34e8fcb82fd44eb8b5443a60c289a4a\mask\mask.png
266,d:\s3_dataset_entire\S3_entire-dataset\1700765510_b72df6f5cf9042e3b3af448d78aac7f8\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700765510_b72df6f5cf9042e3b3af448d78aac7f8\mask\mask.png
267,d:\s3_dataset_entire\S3_entire-dataset\1704454136_0c9716b0ce0a4f3dadc91350b843e144\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1704454136_0c9716b0ce0a4f3dadc91350b843e144\mask\mask.png
270,d:\s3_dataset_entire\S3_entire-dataset\1697118809_e2102434f04741f6a599681e8351e99a\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697118809_e2102434f04741f6a599681e8351e99a\mask\mask.png
272,d:\s3_dataset_entire\S3_entire-dataset\1697462436_28ffd1d0a733492d95cb1a9e44f91d36\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1697462436_28ffd1d0a733492d95cb1a9e44f91d36\mask\mask.png
273,d:\s3_dataset_entire\S3_entire-dataset\1699861242_e23250ea47b34937baa0f7c7f5f0854d\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1699861242_e23250ea47b34937baa0f7c7f5f0854d\mask\mask.png
274,d:\s3_dataset_entire\S3_entire-dataset\1706457813_e1be38cf61ff487a894a5242b9d7fadc\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1706457813_e1be38cf61ff487a894a5242b9d7fadc\mask\mask.png
276,d:\s3_dataset_entire\S3_entire-dataset\1701173850_755f5743eb864121b70dd3bf907cb45c\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701173850_755f5743eb864121b70dd3bf907cb45c\mask\mask.png
278,d:\s3_dataset_entire\S3_entire-dataset\1702557165_f6682948d7f34da6abb68570eccc8864\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1702557165_f6682948d7f34da6abb68570eccc8864\mask\mask.png
281,d:\s3_dataset_entire\S3_entire-dataset\1712038672_a7c6b3620f934d64b0e7cb320d0da821\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1712038672_a7c6b3620f934d64b0e7cb320d0da821\mask\mask.png
283,d:\s3_dataset_entire\S3_entire-dataset\1690643092_58e117ff327f4983a8f0ac18c1ab93d0\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690643092_58e117ff327f4983a8f0ac18c1ab93d0\mask\mask.png
284,d:\s3_dataset_entire\S3_entire-dataset\1703517616_1b73a9fa2ea1472ab137b76550d61b87\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1703517616_1b73a9fa2ea1472ab137b76550d61b87\mask\mask.png
286,d:\s3_dataset_entire\S3_entire-dataset\1689281830_3289ba17276543b0889eeb9d32a6081e\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1689281830_3289ba17276543b0889eeb9d32a6081e\mask\mask.png
291,d:\s3_dataset_entire\S3_entire-dataset\1700909673_74fc4df65fd9429a8e4a8759165a315b\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1700909673_74fc4df65fd9429a8e4a8759165a315b\mask\mask.png
293,d:\s3_dataset_entire\S3_entire-dataset\1711533640_c63405c6cb32469e99fa7e2f21b1e9ad\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1711533640_c63405c6cb32469e99fa7e2f21b1e9ad\mask\mask.png
294,d:\s3_dataset_entire\S3_entire-dataset\1701777381_403a2cd8119e4c568b72d812f8afa5a9\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1701777381_403a2cd8119e4c568b72d812f8afa5a9\mask\mask.png
295,d:\s3_dataset_entire\S3_entire-dataset\1698932687_4726f024d3044d81891784f4a6582aba\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1698932687_4726f024d3044d81891784f4a6582aba\mask\mask.png
296,d:\s3_dataset_entire\S3_entire-dataset\1705572560_46305f76449c4ccab752f748605dfcac\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1705572560_46305f76449c4ccab752f748605dfcac\mask\mask.png
297,d:\s3_dataset_entire\S3_entire-dataset\1711097493_26e404c7ca254118832246f71b7b02ad\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1711097493_26e404c7ca254118832246f71b7b02ad\mask\mask.png
298,d:\s3_dataset_entire\S3_entire-dataset\1690585667_b940b94c9dce48c7bfdb005cd39ee0d7\composite\composite.png,d:\s3_dataset_entire\S3_entire-dataset\1690585667_b940b94c9dce48c7bfdb005cd39ee0d7\mask\mask.png
